ID_0,ID_1,ID_2,ID_3,pagerank_0,pagerank_1,pagerank_2,pagerank_3,eigenvec_2nd_M_0,eigenvec_2nd_M_1,eigenvec_2nd_M_2,eigenvec_2nd_M_3,eigenvec_3rd_M_0,eigenvec_3rd_M_1,eigenvec_3rd_M_2,eigenvec_3rd_M_3,node_attribs_0,node_attribs_1,node_attribs_2,node_attribs_3,node_attribs_4,node_attribs_5,node_attribs_6,node_attribs_7,node_attribs_8,node_attribs_9,node_attribs_10,node_attribs_11,node_attribs_12,node_attribs_13,node_attribs_14,node_attribs_15,node_attribs_16,node_attribs_17,node_attribs_18,node_attribs_19,node_attribs_20,node_attribs_21,node_attribs_22,node_attribs_23,node_attribs_24,node_attribs_25,node_attribs_26,node_attribs_27,n_edges_0,avg_pi_0,avg_inv_pi_0,avg_eigenvec_2nd_0,avg_eigenvec_3rd_0,avg_node_labels_0,avg_node_labels_1,avg_node_labels_2,avg_node_labels_3,avg_node_labels_4,avg_node_labels_5,avg_node_labels_6,labels
0.953360768175583,-0.046639231824417,0.379286694101509,-0.046639231824417,0.000111018908966376,9.40838211579474e-06,3.9044785780547707e-05,-2.58730508184358e-06,0.00309837166668635,0.00248951492678561,0.00257822079535911,0.00217368516945207,0.00233610469281126,0.00198504834263385,0.0018316793755821898,0.00159318374971905,0.0,0.0,0.0840192043895749,0.0,0.0,0.0524691358024691,0.0356652949245542,0.0,0.0,0.0655006858710563,0.0,0.0,-0.00308641975308642,-0.00137174211248285,0.0,0.0,0.0593278463648834,0.0,0.0,0.0401234567901234,0.0233196159122085,0.0,0.0,0.049039780521262,0.0,0.0,-0.00308641975308642,-0.00137174211248285,27,0.046639231824417,23,-0.000341400306820465,0.00559067339198974,0.0,0.0,0.907407407407407,0.0,0.0,0.0555555555555556,0.037037037037037,1
0.9547193877551021,-0.0452806122448979,0.41900510204081604,-0.0452806122448979,0.000181809011870054,-6.87376353602664e-05,8.31088175065945e-05,-3.3306796357999e-05,0.00251079607806372,0.00195645279211256,0.00217900591589777,0.0018484717934441198,0.00237583847718339,-0.00198228156987182,0.00216443725975673,-0.00193891420956882,0.0,0.0,0.234375,0.0,0.0,0.168367346938776,0.13488520408163301,0.0,0.0,0.145089285714286,0.0,0.0,-0.0459183673469388,-0.0258290816326531,0.0,0.0,0.12723214285714302,0.0,0.0,0.12074829931972801,0.0753613945578231,0.0,0.0,0.0815972222222222,0.0,0.0,-0.0459183673469388,-0.0258290816326531,28,0.0452806122448979,26,9.194034422677082e-16,-4.026293187742171e-15,0.0,0.0,0.625,0.0,0.0,0.214285714285714,0.160714285714286,1
0.943181818181818,-0.0568181818181818,0.375,-0.0568181818181818,0.000176089406461307,-3.5217881292261205e-05,7.04357625845231e-05,-2.60873194757492e-05,0.00466634785694434,0.00361092620441649,0.00382813012973109,0.00313968585498612,0.0038588859019634603,0.00271070907364407,0.00240908805235221,0.00164475204685094,0.0,0.0,0.100723140495868,0.0,0.0,0.0635330578512397,0.0433884297520661,0.0,0.0,0.0779958677685951,0.0,0.0,-0.00464876033057851,-0.0020661157024793398,0.0,0.0,0.0704201101928375,0.0,0.0,0.0483815426997245,0.028236914600551003,0.0,0.0,0.0577938475665748,0.0,0.0,-0.00464876033057851,-0.0020661157024793398,22,0.0568181818181818,19,0.00325163249791094,-0.0167256255553469,0.0,0.0,0.8863636363636359,0.0,0.0,0.0681818181818182,0.0454545454545455,1
0.953360768175583,-0.046639231824417,0.379286694101509,-0.046639231824417,0.000111018908966377,9.408382115794761e-06,4.3278557732655295e-05,-1.17604776447439e-06,0.00239256931688412,0.00207360641202192,0.0019137962461123102,0.0016931121945017698,0.00293799773235663,0.00229485361076144,0.00240017950881971,0.0019775520041729897,0.0,0.0,0.0840192043895749,0.0,0.0,0.0524691358024691,0.0356652949245542,0.0,0.0,0.0655006858710563,0.0,0.0,-0.00308641975308642,-0.00137174211248285,0.0,0.0,0.0593278463648835,0.0,0.0,0.0401234567901234,0.0233196159122085,0.0,0.0,0.049039780521262,0.0,0.0,-0.00308641975308642,-0.00137174211248285,27,0.046639231824417,23,-0.00501827598703133,0.00027763948359966296,0.0,0.0,0.907407407407407,0.0,0.0,0.0555555555555556,0.037037037037037,1
0.936288088642659,-0.0637119113573407,0.38365650969529097,-0.0637119113573407,0.00024171085243360698,-1.34283806907558e-05,9.591700493397071e-05,-1.9503124336574104e-05,0.00479495100269902,-0.0038897511266854797,0.00378915865090914,-0.0031736290249905898,0.00503265358317295,-0.0038323908156413897,0.0038149272428754295,-0.00302779587335177,0.0,0.0,0.180747922437673,0.0,0.0,0.150277008310249,0.0498614958448753,0.0,0.0,0.0491689750692521,0.0,0.0,-0.0339335180055402,-0.00277008310249307,0.0,0.0,0.0842566943674978,0.0,0.0,0.0713296398891967,0.0323176361957525,0.0,0.0,0.0316251154201293,0.0,0.0,-0.0280855647891659,-0.00277008310249307,19,0.0637119113573407,17,-0.0198463740259131,-0.017036814398561,0.0,0.0,0.763157894736842,0.0,0.0,0.18421052631578896,0.0526315789473684,1
0.9451795841209829,-0.054820415879017,0.379962192816635,-0.054820415879017,0.00017956625369406202,-2.5907568940934198e-05,7.340477866598041e-05,-3.04736538883788e-05,0.004379416708354,-0.00347302799489167,0.0035452988126885203,-0.0029702747670504103,0.00017956625369406202,-2.59075689409338e-05,7.34047786659807e-05,-3.04736538883787e-05,0.0,0.0,0.11342155009451801,0.0,0.0,0.0609640831758034,0.0609640831758034,0.0,0.0,0.0699432892249527,0.0,0.0,-0.004253308128544421,-0.004253308128544421,0.0,0.0,0.0699432892249527,0.0,0.0,0.046471329552614994,0.0319785759294266,0.0,0.0,0.0506196177273682,0.0,0.0,-0.004253308128544421,-0.004253308128544421,23,0.054820415879017,20,-0.025217558012676,-0.234137600310196,0.0,0.0,0.8695652173913041,0.0,0.0,0.0652173913043478,0.0652173913043478,1
0.9547193877551021,-0.0452806122448979,0.40114795918367296,-0.0452806122448979,0.00014764355997501,-3.4572183465222696e-05,6.98222528807441e-05,-2.31836995002083e-05,0.00250740811622692,0.0019487079419442603,0.00210503516006838,0.00172703642706003,0.00283431421272361,-0.00240156670851331,0.00259910007751144,-0.00233290624285339,0.0,0.0,0.19610969387755103,0.0,0.0,0.13488520408163301,0.0956632653061224,0.0,0.0,0.142538265306122,0.0,0.0,-0.0258290816326531,-0.0114795918367347,0.0,0.0,0.12468112244897998,0.0,0.0,0.0991709183673469,0.0599489795918367,0.0,0.0,0.0988874716553288,0.0,0.0,-0.0218608276643991,-0.0114795918367347,28,0.045280612244897996,25,3.3309844287504996e-05,-0.00130478664825974,0.0,0.0,0.732142857142857,0.0,0.0,0.160714285714286,0.107142857142857,1
0.943181818181818,-0.0568181818181818,0.375,-0.0568181818181818,0.000176089406461308,1.17392937640875e-05,6.260956674179829e-05,-8.47837882961853e-06,0.0047131144166249,-0.0041502521885926295,0.0042395272651424,-0.003915165543062029,0.004525042624349071,0.0036125273773429997,0.0037236256895001795,0.00311194175632195,0.0,0.0,0.100723140495868,0.0,0.0,0.0635330578512397,0.0433884297520661,0.0,0.0,0.0779958677685951,0.0,0.0,-0.00464876033057851,-0.0020661157024793398,0.0,0.0,0.0704201101928375,0.0,0.0,0.0483815426997245,0.028236914600551003,0.0,0.0,0.0577938475665748,0.0,0.0,-0.00464876033057851,-0.0020661157024793398,22,0.0568181818181818,19,-0.0179674408888202,0.000207511684566808,0.0,0.0,0.8863636363636359,0.0,0.0,0.0681818181818182,0.0454545454545455,1
0.9609733700642801,-0.0390266299357208,0.3852157943067029,-0.0390266299357208,8.39010355664501e-05,-6.53500528281409e-06,2.94075237726625e-05,-7.88768110748271e-06,0.00160697887970615,-0.00151654283885689,0.00155248536791236,-0.00151519016303222,0.0021098590079625897,-0.00172509634293798,0.00180709536982353,-0.00157315977737824,0.0,0.0,0.12855831037649199,0.0,0.0,0.0826446280991736,0.0569329660238751,0.0,0.0,0.0982552800734619,0.0,0.0,-0.008264462809917359,-0.00367309458218549,0.0,0.0,0.0881542699724518,0.0,0.0,0.0624426078971533,0.0367309458218549,0.0,0.0,0.0713192531374349,0.0,0.0,-0.008264462809917359,-0.00367309458218549,33,0.0390266299357208,28,1.0408340855860801e-16,0.017299837016483997,0.0,0.0,0.848484848484848,0.0,0.0,0.0909090909090909,0.0606060606060606,1
0.934903047091413,-0.0650969529085872,0.382271468144044,-0.0650969529085872,0.00028199599450587403,-0.000118937086118123,0.000124052659714602,-7.23640515001846e-05,0.00563633335007731,0.00435659439224497,0.00472997436296409,0.00390352681544726,0.00594676243847383,-0.0050388612342462,0.00521188746180981,-0.00461149161052662,0.0,0.0,0.11426592797783901,0.0,0.0,0.0727146814404432,0.0498614958448753,0.0,0.0,0.0879501385041552,0.0,0.0,-0.00623268698060942,-0.00277008310249307,0.0,0.0,0.0791782086795938,0.0,0.0,0.0551708217913204,0.0323176361957525,0.0,0.0,0.0645583256386581,0.0,0.0,-0.00623268698060942,-0.00277008310249307,19,0.0650969529085872,17,-0.00331645402025506,0.0210605018064919,0.0,0.0,0.8684210526315791,0.0,0.0,0.0789473684210526,0.0526315789473684,1
