ID_0,ID_1,ID_2,ID_3,pagerank_0,pagerank_1,pagerank_2,pagerank_3,eigenvec_2nd_M_0,eigenvec_2nd_M_1,eigenvec_2nd_M_2,eigenvec_2nd_M_3,eigenvec_3rd_M_0,eigenvec_3rd_M_1,eigenvec_3rd_M_2,eigenvec_3rd_M_3,node_attribs_0,node_attribs_1,node_attribs_2,node_attribs_3,node_attribs_4,node_attribs_5,node_attribs_6,node_attribs_7,node_attribs_8,node_attribs_9,node_attribs_10,node_attribs_11,n_edges_0,avg_pi_0,avg_inv_pi_0,avg_eigenvec_2nd_0,avg_eigenvec_3rd_0,avg_node_labels_0,avg_node_labels_1,avg_node_labels_2,labels
0.9717261904761909,-0.0282738095238095,0.191964285714286,0.0623544973544973,3.44817986718498e-05,1.58173388402985e-06,9.08116104529498e-06,3.1518014345446603e-06,0.00101092587599172,0.0009576872953931331,0.000958136986012199,0.0009413641783727471,0.00111127667062311,0.000992160601177037,0.000912254159525924,0.000831337062571275,0.237209467120181,0.237209467120181,0.0,0.13601899092970499,0.13601899092970499,0.0,0.10559098639455801,0.10559098639455801,0.0,0.080847978080121,0.0808479780801209,0.0,84,0.0282738095238095,37,-0.00239571414356851,0.0120817565139684,0.6130952380952379,0.38690476190476203,0.0,6
0.954632833525567,-0.0453671664744329,0.18012302960399804,0.0483038574907087,7.33533268265052e-05,-5.80174927544639e-06,1.73636747821685e-05,2.2079905682035598e-06,0.00264249738151653,0.00242997613742355,0.00241744419338111,0.00232576567378066,0.00225493147683271,0.00186075112173757,0.0016269116891513,0.00139379748516644,0.211553248750481,0.211553248750481,0.0,0.025278738946558996,0.025278738946558996,0.0,0.0156382160707421,0.015638216070742,0.0,0.0047558631295656,0.00475586312956555,0.0,51,0.0453671664744329,23,0.00662726500713975,0.0048395809378935,0.696078431372549,0.303921568627451,0.0,6
0.957466918714555,-0.0425330812854442,0.229206049149338,0.0842483196807393,0.00012752777470063402,-1.63039011438638e-05,2.3913318932298397e-05,6.7227225559433895e-06,0.00227050821387498,0.00198337325324409,0.0019206426414730199,0.00179428751290452,0.0024296348070341,0.00214896208594249,0.00218779390115244,0.00212408293935173,0.18194706994328896,0.18194706994328896,0.0,0.0080340264650284,0.00803402646502836,0.0,0.049700693131695,0.049700693131695,0.0,0.0260593887838689,0.0260593887838689,0.0,46,0.0425330812854442,25,-0.0129472424562535,0.000124353000722751,0.7608695652173909,0.23913043478260898,0.0,6
0.957283950617284,-0.04271604938271601,0.22395061728395102,0.0807098765432099,4.36518823350099e-05,-5.73083371437279e-06,6.43194634964177e-06,5.182136869378979e-07,0.00244777698025638,0.00231664510914272,0.00231108204776846,0.00225902460505154,0.00257319089616796,0.00221426678979199,0.0019489966467951898,0.0017021012390649802,0.19024691358024698,0.19024691358024698,0.0,0.00135802469135805,0.00135802469135803,0.0,0.051358024691358,0.051358024691358,0.0,0.0248765432098765,0.0248765432098765,0.0,45,0.04271604938271601,24,0.00217057535976942,-0.00393841808400266,0.744444444444444,0.25555555555555604,0.0,6
0.95358024691358,-0.0464197530864197,0.20913580246913602,0.0741111111111111,0.000149733272367017,-3.9567139155616604e-05,2.3441548544429103e-05,-1.33668648071954e-06,0.0029275608648169603,0.00261475419213303,0.00265188037687451,0.0025520975881398,0.0025566403937592897,0.00215436517795555,0.0020823917814391,0.00190972764797848,0.16,0.16,0.0,0.00444444444444442,0.00444444444444444,0.0,0.0266666666666666,0.0266666666666667,0.0,0.0129320987654321,0.0129320987654321,0.0,45,0.0464197530864198,23,0.0011192317170560199,0.0102232340316409,0.8,0.2,0.0,6
0.9558128544423442,-0.044187145557656,0.216682419659735,0.0804263810123924,0.00012278177607998798,-4.15972820280087e-05,1.7968723012949e-05,-5.81344505550578e-06,0.0026896951920378697,0.0024105553475540103,0.00245151614354923,0.0023685262422554897,0.00229342999720348,0.0019521351813683602,0.0018995544046784601,0.0017513582234694699,0.15737240075614403,0.15737240075614403,0.0,0.00519848771266545,0.00519848771266541,0.0,0.028205734089477002,0.028205734089477002,0.0,0.0134714345725688,0.0134714345725688,0.0,46,0.044187145557656,24,-0.0009627318092134109,-0.0038710845679161897,0.804347826086957,0.195652173913043,0.0,6
0.959925308819305,-0.0400746911806952,0.18026429187015197,0.0465179910899532,6.531950314924189e-05,-1.13679868083488e-05,1.2390354043025e-05,2.0672326888593602e-07,0.0022131834126980898,0.0020309953321490802,0.0020075696212610698,0.0019312908428498398,0.0020001690839578697,0.00171388656139195,0.00156286668489747,0.0013889586208336,0.21200804366561302,0.21200804366561302,0.0,0.0425165182418845,0.0425165182418845,0.0,0.0258902067003187,0.0258902067003187,0.0,0.00964121557844626,0.00964121557844626,0.0,59,0.0400746911806952,26,-0.0048720866087178,0.00902963885537583,0.694915254237288,0.305084745762712,0.0,6
0.9864039798744979,-0.0135960201255017,0.31723104754367104,-0.0100738217724763,3.17137332515127e-05,2.17241429750491e-06,8.33729236330737e-06,2.12540946103406e-06,0.00028036563683401004,0.000236309749012597,0.000245214180890856,0.00023352969302263101,0.000568211346947733,-0.000499256058156938,0.00048389112835618,-0.00046295398208987405,0.159548306857369,0.159548306857369,0.0,0.0430069534739103,0.0430069534739104,0.0,0.08403362730133601,0.0840336273013361,0.0,0.0296664593815366,0.0296664593815366,0.0,133,0.0135960201255017,88,-0.00879960043063412,0.000164996336883645,0.199248120300752,0.8007518796992479,0.0,6
0.955292570677186,-0.0447074293228139,0.250164365548981,0.0853139381985536,6.21368774911485e-05,3.13385990824912e-06,2.37849160622638e-05,9.95315707928849e-06,0.0027081573019264397,0.00249613136859619,0.00241646307521907,0.00228877593509151,0.00267704667877262,0.00257160117709018,0.0025541603518363,0.00250003093840085,0.190664036817883,0.190664036817883,0.0,-0.0144641683103222,-0.0144641683103222,0.0,0.0575443786982248,0.0575443786982248,0.0,0.0120315581854043,0.0120315581854043,0.0,39,0.0447074293228139,23,-0.012357658299453,-0.00489256191961795,0.743589743589744,0.25641025641025605,0.0,6
0.9679601281594871,-0.0320398718405126,0.269846920612318,0.0891341323523595,2.96876704981611e-05,-5.5763393891956705e-06,8.41731532800924e-06,9.190486753735309e-07,0.00132519004436567,0.0012541805969205901,0.00127115520793535,0.00124828533137289,0.00138505746279745,0.00130063318656316,0.00127561762259556,0.00122805901982464,0.23255606977572102,0.23255606977572102,0.0,0.0155749377002492,0.0155749377002492,0.0,0.0852290257505636,0.0852290257505636,0.0,0.0501661326688026,0.0501661326688026,0.0,53,0.0320398718405126,32,0.00245797700444587,-0.00438125403484737,0.632075471698113,0.367924528301887,0.0,6
0.75,-0.25,0.0833333333333333,-0.0277777777777778,0.0,-3.46944695195361e-18,-3.46944695195361e-18,-3.46944695195361e-18,0.0666641875880353,-0.0222213958626784,0.00740713195422615,-0.00246904398474205,0.10927124766838,-0.0364237492227932,0.0121412497409311,-0.00404708324697702,0.0,0.0,0.0,0.0,0.0,-5.55111512312578e-17,0.0,0.0,-5.55111512312578e-17,0.0,0.0,-5.55111512312578e-17,6,0.25,4,0.0,-5.55111512312578e-17,0.0,0.0,1.0,6
0.924744897959184,-0.0752551020408163,0.17474489795918396,0.0450127551020408,0.000292846730528947,-1.46423365264469e-05,5.26446229001806e-05,2.39962587926327e-05,0.00626839344718349,0.00553762943996144,0.0053054518504216394,0.00493359766030827,0.00667454379798933,0.00400431741753864,0.0026267839177772398,0.0016347978687497,0.0956632653061224,0.0956632653061224,0.0,-0.0114795918367347,-0.0114795918367346,0.0,0.0129251700680272,0.0129251700680272,0.0,-2.125850340136e-05,-2.1258503401370602e-05,0.0,28,0.0752551020408163,14,0.0228416428630907,-0.004254115277417671,0.107142857142857,0.892857142857143,0.0,6
0.9754666666666658,-0.0245333333333333,0.25546666666666695,0.0827740740740741,1.85600000000001e-05,2.55999999999997e-06,4.88098765432094e-06,3.10897119341558e-06,0.0007526801619717361,0.000727076913724603,0.000726590972360806,0.0007213340725168941,0.000782144538487337,0.0007437727857629031,0.000732027848079272,0.000713749865334436,0.244622222222222,0.244622222222222,0.0,0.0446222222222222,0.0446222222222222,0.0,0.0772888888888888,0.0772888888888889,0.0,0.0525074074074074,0.0525074074074074,0.0,75,0.0245333333333333,42,-0.00437521394058074,0.00447345079411963,0.573333333333333,0.4266666666666671,0.0,6
0.9748545693375871,-0.0251454306624132,0.25567648714580604,0.0826285419403265,1.9992435446970102e-05,2.64100864557072e-06,5.96134340386318e-06,3.50411717010534e-06,0.000800449564897817,0.000772509645366108,0.0007725262724183,0.000766409281673794,0.0008194897646973781,0.0007783489804604809,0.0007665938031725139,0.0007458658710921349,0.24207168324263503,0.24207168324263503,0.0,0.0365922311878401,0.0365922311878401,0.0,0.07871551885907299,0.07871551885907299,0.0,0.0496401763933196,0.0496401763933196,0.0,73,0.0251454306624132,41,0.00480776407294664,0.00485418469945536,0.589041095890411,0.410958904109589,0.0,6
0.9713134765625,-0.0286865234375,0.2525634765625,0.0903021918402778,2.77608633041382e-05,-1.8030405044555698e-06,7.00255235036211e-06,2.16133064693871e-06,0.0010486316668974801,0.0010055834574893099,0.00101101952425957,0.000998032517396798,0.00113415755701917,0.00106988107334455,0.00104979183543674,0.0010193220180638302,0.249755859375,0.249755859375,0.0,0.031005859375,0.031005859375,0.0,0.0776204427083333,0.0776204427083333,0.0,0.0430284288194444,0.0430284288194444,0.0,64,0.0286865234375,36,-0.00885303996633892,-0.00389599678668572,0.484375,0.515625,0.0,6
0.979222021468806,-0.0207779785311935,0.26272717610798196,0.0182254578949233,4.43497332820313e-05,6.00083942848244e-06,1.50356562065983e-05,3.5499342302350897e-06,0.0006086545798739389,0.000535925484195246,0.000547872285120308,0.0005173901385364981,0.0006007842432054901,0.000524571764603644,0.000512318615661074,0.00047138461443174695,0.24957487511956603,0.24957487511956603,0.0,0.151636730789669,0.151636730789669,0.0,0.12448896446664501,0.12448896446664501,0.0,0.101161358510173,0.101161358510173,0.0,97,0.0207779785311935,55,-0.00776402771944591,0.0023933517300481102,0.5206185567010311,0.479381443298969,0.0,6
0.9740720221606651,-0.0259279778393352,0.18459833795013897,0.0474876445499714,2.28850300412059e-05,1.89071600125844e-06,4.96523054245911e-06,2.09130982191353e-06,0.0008591471408015519,0.000812001491609654,0.000805331953756551,0.000788440015183935,0.000822874341368015,0.000740601533333853,0.000687248479186034,0.000632115994347174,0.24199445983379503,0.24199445983379503,0.0,0.115678670360111,0.115678670360111,0.0,0.0679844347711384,0.0679844347711384,0.0,0.0390228641779888,0.0390228641779889,0.0,95,0.0259279778393352,40,-0.0058335681442854,-0.00569802455414333,0.410526315789474,0.5894736842105259,0.0,6
