ID_0,ID_1,ID_2,ID_3,pagerank_0,pagerank_1,pagerank_2,pagerank_3,eigenvec_2nd_M_0,eigenvec_2nd_M_1,eigenvec_2nd_M_2,eigenvec_2nd_M_3,eigenvec_3rd_M_0,eigenvec_3rd_M_1,eigenvec_3rd_M_2,eigenvec_3rd_M_3,n_edges_0,avg_pi_0,avg_inv_pi_0,avg_eigenvec_2nd_0,avg_eigenvec_3rd_0,labels
0.9777777777777779,-0.0222222222222222,0.000505050505050528,-1.1478420569321401e-05,-6.28310217318857e-20,-1.15714112072129e-20,5.00810509406237e-19,2.3022577868604602e-19,0.000875902119255147,-1.9906866346707896e-05,4.5242878060699604e-07,-1.02824722865241e-08,0.000810051519309862,-1.84102618024969e-05,4.1841504096584003e-07,-9.50943274922583e-09,990,0.0222222222222222,45,1.04083408558608e-17,-3.46944695195361e-18,1
0.9796119763974901,-0.0194747815933779,0.0038128896394987602,0.00023601065878240898,1.2363010593542999e-05,-2.2708352661875803e-06,7.791823516192429e-07,6.71302978643391e-08,0.00045078405076880303,0.000134902789446796,4.2481542399182204e-05,1.30160576380395e-05,0.000428642411373598,-9.14063525554976e-05,2.0632034358833604e-05,-4.42264512618153e-06,1095,0.0199314025979442,52,-0.00462520946029624,-0.0252540177922653,1
0.9785935510337421,-0.0204430578294556,0.00412341615898367,0.00113409738081577,8.852423464733749e-06,1.21318411572248e-06,1.89304532630787e-06,1.30921587861554e-06,0.000442519870123233,0.000105033468833269,9.12321237572648e-05,6.99227233940544e-05,0.000476478009042161,8.07044351703823e-05,1.76869736493262e-05,3.07462475029918e-06,1038,0.0209247533978564,52,0.0300048230692417,0.00615576100218007,1
0.96875,-0.03125,0.00100806451612904,-3.25182101976844e-05,0.0,-2.7105054312137596e-20,2.77826806699411e-19,6.87790753170492e-19,0.00169499718493404,-5.46773285462594e-05,1.7637847918148103e-06,-5.6896283606922105e-08,0.0015775687155711198,-5.088931340552e-05,1.6415907550167699e-06,-5.2954540484405e-08,496,0.03125,32,3.46944695195361e-18,-1.21430643318376e-17,1
0.978509755867659,-0.0214902441323405,0.00181072674144596,4.64437910115527e-05,3.1375556269523996e-06,3.59117579897115e-08,1.0404327016960501e-07,1.23933764288632e-08,0.0006158408989714299,4.34656492720484e-05,2.51380708068159e-05,4.06856216409271e-06,0.00076934785843264,-8.538574206841079e-05,1.1889518259826599e-05,-1.58386591601633e-06,1030,0.0214902441323405,48,-0.0112340172988664,0.00202696465693165,1
0.949444444444445,-0.0505555555555556,0.111944444444444,0.0207874008765299,0.00250099344135802,-0.000774469521604938,0.00038905209348603,-0.000151783619622973,0.00188239353081978,0.0012489915656792,0.0011016802280715,0.00086937031643347,0.0019914099338970604,0.0005536422536741559,0.000578684994629718,0.000358858828929648,120,0.0505555555555556,39,-0.0184307766121099,-0.00516903093194784,1
0.970636880095492,-0.0276852675555155,0.000838222377370376,1.18285229376049e-09,7.03206197094631e-07,6.831314468488001e-07,6.831483163864871e-07,6.83148302210226e-07,0.0012731105951790198,-3.74444292699711e-05,1.10130674323445e-06,-3.2391374801011e-08,0.00139220669142285,-4.09472556300839e-05,1.20433104794365e-06,-3.5421501410101603e-08,596,0.0285241937300122,35,0.0,6.93889390390723e-18,1
0.9807282346582671,-0.018151944513066003,0.0266408886336305,0.00739921988358907,0.000106818938054744,-2.31782823511422e-05,1.08690713992866e-05,-6.393817122598479e-07,0.000387634302720111,0.000136621213996349,0.00011093187929921699,7.98032829254749e-05,0.0003209996493974,0.000108855678585826,7.94060104944887e-05,4.30307777985762e-05,893,0.0187118549273997,81,0.0239336878186592,-0.0090967921176975,1
0.9735131097996379,-0.0245222536581224,0.0383461156935476,0.0113365147380887,0.000210011668952573,-4.4275190792552295e-05,3.2772955175593796e-05,2.4315518870694e-07,0.0005481804637102259,0.00030130522809947597,0.000278267456042298,0.00022958866067020498,0.000701248372579219,0.000180837625747932,0.000198423985986039,0.000100252939693087,509,0.0255045719292422,65,-0.033880959854646,0.013357991520846001,1
0.97608291418991,-0.0239170858100899,0.00632982777015697,0.00129601733075575,1.20020895435915e-05,3.27346303566302e-06,2.26634367672976e-06,1.18499130583527e-06,0.0006346458437261849,8.908296166240308e-05,8.23904791094578e-05,4.13784626726032e-05,0.00074324489425565,9.651689338440391e-05,7.122984930833101e-05,3.0742942718105895e-05,810,0.0239170858100899,49,0.0317303249080326,-0.0136457981753409,1
